MagicalEnergy,MagicalExperience,WizardFamily,Type
38,9,0,Muggle
39,17,0,Muggle
0,23,0,Muggle
16,2,0,Muggle
25,3,0,Muggle
21,29,0,Muggle
38,20,0,Muggle
17,21,0,Muggle
37,27,0,Muggle
27,8,0,Muggle
20,40,0,Muggle
37,40,0,Muggle
32,15,0,Muggle
29,36,0,Muggle
7,4,0,Muggle
29,13,0,Muggle
38,13,0,Muggle
8,15,0,Muggle
32,38,0,Muggle
28,3,0,Muggle
30,36,0,Muggle
2,13,0,Muggle
37,40,0,Muggle
10,22,0,Muggle
4,8,0,Muggle
30,23,0,Muggle
19,10,0,Muggle
3,27,0,Muggle
7,18,0,Muggle
34,18,0,Muggle
12,11,0,Muggle
4,33,0,Muggle
39,11,0,Muggle
18,2,0,Muggle
17,29,0,Muggle
32,34,0,Muggle
3,14,0,Muggle
17,21,0,Muggle
23,8,0,Muggle
28,27,0,Muggle
30,28,0,Muggle
27,38,0,Muggle
8,38,0,Muggle
25,38,0,Muggle
1,16,0,Muggle
5,3,0,Muggle
28,3,0,Muggle
25,6,0,Muggle
27,1,0,Muggle
6,36,0,Muggle
33,9,0,Muggle
9,17,0,Muggle
40,27,0,Muggle
39,34,0,Muggle
21,34,0,Muggle
26,29,0,Muggle
38,20,0,Muggle
21,24,0,Muggle
18,12,0,Muggle
35,6,0,Muggle
8,5,0,Muggle
18,19,0,Muggle
1,4,0,Muggle
27,37,0,Muggle
38,39,0,Muggle
21,24,0,Muggle
5,17,0,Muggle
6,23,0,Muggle
5,14,0,Muggle
32,7,0,Muggle
13,12,0,Muggle
0,38,0,Muggle
24,24,0,Muggle
5,22,0,Muggle
27,4,0,Muggle
17,21,0,Muggle
26,21,0,Muggle
1,24,0,Muggle
39,0,0,Muggle
20,3,0,Muggle
22,31,0,Muggle
1,25,0,Muggle
15,35,0,Muggle
3,14,0,Muggle
33,34,0,Muggle
4,37,0,Muggle
33,26,0,Muggle
21,13,0,Muggle
19,33,0,Muggle
38,24,0,Muggle
12,26,0,Muggle
33,20,0,Muggle
5,34,0,Muggle
28,5,0,Muggle
32,34,0,Muggle
0,25,0,Muggle
6,14,0,Muggle
21,4,0,Muggle
31,25,0,Muggle
13,32,0,Muggle
23,24,0,Muggle
18,16,0,Muggle
26,19,0,Muggle
22,1,0,Muggle
20,7,0,Muggle
28,18,0,Muggle
0,28,0,Muggle
30,18,0,Muggle
26,8,0,Muggle
35,7,0,Muggle
26,14,0,Muggle
14,33,0,Muggle
24,3,0,Muggle
14,26,0,Muggle
39,37,0,Muggle
18,12,0,Muggle
10,31,0,Muggle
40,34,0,Muggle
32,35,0,Muggle
40,9,0,Muggle
22,22,0,Muggle
11,22,0,Muggle
1,3,0,Muggle
20,4,0,Muggle
13,3,0,Muggle
33,29,0,Muggle
14,40,0,Muggle
20,32,0,Muggle
22,39,0,Muggle
20,12,0,Muggle
13,17,0,Muggle
20,31,0,Muggle
11,32,0,Muggle
4,6,0,Muggle
1,13,0,Muggle
21,39,0,Muggle
5,13,0,Muggle
1,9,0,Muggle
28,40,0,Muggle
35,38,0,Muggle
6,36,0,Muggle
15,17,0,Muggle
32,18,0,Muggle
32,39,0,Muggle
13,36,0,Muggle
11,2,0,Muggle
5,6,0,Muggle
11,6,0,Muggle
30,37,0,Muggle
11,5,0,Muggle
9,9,0,Muggle
39,35,0,Muggle
26,36,0,Muggle
6,26,0,Muggle
35,0,0,Muggle
32,0,0,Muggle
26,20,0,Muggle
7,36,0,Muggle
4,27,0,Muggle
7,38,0,Muggle
39,35,0,Muggle
20,1,0,Muggle
23,1,0,Muggle
6,3,0,Muggle
18,1,0,Muggle
30,0,0,Muggle
35,39,0,Muggle
26,17,0,Muggle
28,40,0,Muggle
22,33,0,Muggle
19,26,0,Muggle
5,35,0,Muggle
11,38,0,Muggle
11,25,0,Muggle
2,10,0,Muggle
38,39,0,Muggle
34,2,0,Muggle
18,27,0,Muggle
3,35,0,Muggle
30,15,0,Muggle
37,34,0,Muggle
32,21,0,Muggle
5,15,0,Muggle
7,32,0,Muggle
27,12,0,Muggle
14,27,0,Muggle
30,15,0,Muggle
7,1,0,Muggle
5,25,0,Muggle
28,27,0,Muggle
33,2,0,Muggle
6,20,0,Muggle
39,31,0,Muggle
9,5,0,Muggle
12,4,0,Muggle
21,23,0,Muggle
20,0,0,Muggle
0,22,0,Muggle
40,15,0,Muggle
1,7,0,Muggle
28,24,0,Muggle
10,10,0,Muggle
36,11,0,Muggle
6,7,0,Muggle
34,9,0,Muggle
29,34,0,Muggle
15,37,0,Muggle
14,20,0,Muggle
39,17,0,Muggle
19,17,0,Muggle
27,25,0,Muggle
36,19,0,Muggle
2,24,0,Muggle
28,30,0,Muggle
36,17,0,Muggle
8,15,0,Muggle
26,17,0,Muggle
31,13,0,Muggle
38,6,0,Muggle
30,37,0,Muggle
25,28,0,Muggle
39,22,0,Muggle
2,33,0,Muggle
10,16,0,Muggle
28,17,0,Muggle
26,18,0,Muggle
9,1,0,Muggle
34,28,0,Muggle
22,1,0,Muggle
5,17,0,Muggle
10,38,0,Muggle
26,35,0,Muggle
30,35,0,Muggle
29,20,0,Muggle
2,32,0,Muggle
12,1,0,Muggle
39,9,0,Muggle
20,14,0,Muggle
10,11,0,Muggle
2,2,0,Muggle
37,3,0,Muggle
30,8,0,Muggle
23,9,0,Muggle
11,30,0,Muggle
26,36,0,Muggle
20,10,0,Muggle
24,26,0,Muggle
29,5,0,Muggle
29,29,0,Muggle
9,34,0,Muggle
2,17,0,Muggle
12,5,0,Muggle
26,12,0,Muggle
17,37,0,Muggle
23,11,0,Muggle
13,6,0,Muggle
38,13,0,Muggle
3,8,0,Muggle
15,34,0,Muggle
9,6,0,Muggle
36,38,0,Muggle
26,20,0,Muggle
0,18,0,Muggle
4,26,0,Muggle
12,1,0,Muggle
2,13,0,Muggle
16,36,0,Muggle
18,32,0,Muggle
36,11,0,Muggle
4,20,0,Muggle
23,29,0,Muggle
32,21,0,Muggle
20,1,0,Muggle
2,28,0,Muggle
3,23,0,Muggle
31,31,0,Muggle
23,11,0,Muggle
34,6,0,Muggle
17,1,0,Muggle
2,39,0,Muggle
38,18,0,Muggle
25,17,0,Muggle
23,33,0,Muggle
0,1,0,Muggle
33,37,0,Muggle
11,39,0,Muggle
16,18,0,Muggle
20,5,0,Muggle
20,40,0,Muggle
2,16,0,Muggle
27,22,0,Muggle
24,39,0,Muggle
5,8,0,Muggle
29,36,0,Muggle
31,37,0,Muggle
21,20,0,Muggle
37,20,0,Muggle
13,26,0,Muggle
33,10,0,Muggle
25,38,0,Muggle
39,29,0,Muggle
12,27,0,Muggle
29,19,0,Muggle
18,37,0,Muggle
40,3,0,Muggle
38,17,0,Muggle
2,28,0,Muggle
30,35,0,Muggle
11,26,0,Muggle
14,0,0,Muggle
37,34,0,Muggle
39,4,0,Muggle
13,5,0,Muggle
34,35,0,Muggle
15,4,0,Muggle
23,31,0,Muggle
16,38,0,Muggle
17,30,0,Muggle
16,39,0,Muggle
15,9,0,Muggle
20,30,0,Muggle
23,7,0,Muggle
33,26,0,Muggle
35,28,0,Muggle
26,13,0,Muggle
38,22,0,Muggle
16,3,0,Muggle
24,33,0,Muggle
37,40,0,Muggle
20,37,0,Muggle
3,26,0,Muggle
24,18,0,Muggle
29,30,0,Muggle
32,2,0,Muggle
38,28,0,Muggle
25,12,0,Muggle
24,26,0,Muggle
15,31,0,Muggle
23,36,0,Muggle
4,2,0,Muggle
38,38,0,Muggle
12,5,0,Muggle
29,2,0,Muggle
6,12,0,Muggle
16,10,0,Muggle
26,26,0,Muggle
34,1,0,Muggle
4,39,0,Muggle
4,11,0,Muggle
23,39,0,Muggle
6,11,0,Muggle
6,22,0,Muggle
13,30,0,Muggle
14,9,0,Muggle
4,34,0,Muggle
36,5,0,Muggle
3,24,0,Muggle
29,30,0,Muggle
19,29,0,Muggle
25,14,0,Muggle
8,2,0,Muggle
29,17,0,Muggle
21,16,0,Muggle
39,13,0,Muggle
40,15,0,Muggle
29,26,0,Muggle
19,36,0,Muggle
27,32,0,Muggle
6,19,0,Muggle
3,24,0,Muggle
27,13,0,Muggle
34,36,0,Muggle
32,4,0,Muggle
6,36,0,Muggle
8,9,0,Muggle
33,9,0,Muggle
38,8,0,Muggle
33,13,0,Muggle
12,32,0,Muggle
28,28,0,Muggle
34,23,0,Muggle
9,5,0,Muggle
29,25,0,Muggle
25,38,0,Muggle
34,2,0,Muggle
27,39,0,Muggle
28,31,0,Muggle
5,25,0,Muggle
2,2,0,Muggle
28,11,0,Muggle
1,13,0,Muggle
21,18,0,Muggle
26,3,0,Muggle
21,11,0,Muggle
9,34,0,Muggle
18,22,0,Muggle
23,2,0,Muggle
26,2,0,Muggle
35,38,0,Muggle
16,15,0,Muggle
9,12,0,Muggle
16,18,0,Muggle
9,27,0,Muggle
9,37,0,Muggle
37,8,0,Muggle
16,16,0,Muggle
25,6,0,Muggle
25,7,0,Muggle
33,36,0,Muggle
3,11,0,Muggle
26,27,0,Muggle
20,1,0,Muggle
35,27,0,Muggle
37,24,0,Muggle
30,26,0,Muggle
6,34,0,Muggle
33,14,0,Muggle
17,34,0,Muggle
23,32,0,Muggle
12,22,0,Muggle
12,26,0,Muggle
24,37,0,Muggle
4,7,0,Muggle
38,37,0,Muggle
28,3,0,Muggle
32,4,0,Muggle
23,15,0,Muggle
9,17,0,Muggle
24,17,0,Muggle
40,7,0,Muggle
9,28,0,Muggle
38,20,0,Muggle
15,38,0,Muggle
27,26,0,Muggle
11,1,0,Muggle
31,3,0,Muggle
28,11,0,Muggle
26,15,0,Muggle
25,24,0,Muggle
2,22,0,Muggle
25,16,0,Muggle
38,0,0,Muggle
0,20,0,Muggle
34,35,0,Muggle
26,1,0,Muggle
3,22,0,Muggle
18,39,0,Muggle
21,1,0,Muggle
5,9,0,Muggle
8,8,0,Muggle
10,28,0,Muggle
21,25,0,Muggle
8,35,0,Muggle
28,28,0,Muggle
9,3,0,Muggle
33,20,0,Muggle
30,32,0,Muggle
21,30,0,Muggle
3,27,0,Muggle
1,35,0,Muggle
4,32,0,Muggle
14,3,0,Muggle
18,3,0,Muggle
37,32,0,Muggle
14,13,0,Muggle
7,8,0,Muggle
19,23,0,Muggle
11,24,0,Muggle
3,6,0,Muggle
37,27,0,Muggle
38,4,0,Muggle
35,12,0,Muggle
14,1,0,Muggle
0,19,0,Muggle
30,11,0,Muggle
8,26,0,Muggle
22,6,0,Muggle
25,33,0,Muggle
39,20,0,Muggle
38,17,0,Muggle
17,9,0,Muggle
32,37,0,Muggle
40,38,0,Muggle
38,20,0,Muggle
13,15,0,Muggle
0,19,0,Muggle
12,39,0,Muggle
14,23,0,Muggle
36,20,0,Muggle
4,30,0,Muggle
13,9,0,Muggle
13,19,0,Muggle
4,13,0,Muggle
10,18,0,Muggle
31,29,0,Muggle
4,15,0,Muggle
35,21,0,Muggle
14,19,0,Muggle
6,5,0,Muggle
4,32,0,Muggle
29,40,0,Muggle
14,18,0,Muggle
29,4,0,Muggle
13,6,0,Muggle
23,33,0,Muggle
23,19,0,Muggle
34,14,0,Muggle
4,37,0,Muggle
11,0,0,Muggle
19,4,0,Muggle
4,33,0,Muggle
35,20,0,Muggle
20,13,0,Muggle
38,16,0,Muggle
2,11,0,Muggle
28,26,0,Muggle
24,5,0,Muggle
26,38,0,Muggle
35,24,0,Muggle
21,26,0,Muggle
37,1,0,Muggle
34,21,0,Muggle
0,31,0,Muggle
2,16,0,Muggle
23,36,0,Muggle
7,1,0,Muggle
38,25,0,Muggle
17,32,0,Muggle
40,0,0,Muggle
2,39,0,Muggle
17,35,0,Muggle
15,38,0,Muggle
31,24,0,Muggle
0,12,0,Muggle
25,38,0,Muggle
11,35,0,Muggle
37,11,0,Muggle
20,20,0,Muggle
40,22,0,Muggle
12,17,0,Muggle
11,12,0,Muggle
12,18,0,Muggle
17,34,0,Muggle
18,33,0,Muggle
18,0,0,Muggle
5,21,0,Muggle
6,27,0,Muggle
6,3,0,Muggle
27,36,0,Muggle
27,6,0,Muggle
18,10,0,Muggle
15,11,0,Muggle
16,39,0,Muggle
21,38,0,Muggle
18,34,0,Muggle
28,33,0,Muggle
18,17,0,Muggle
34,9,0,Muggle
24,14,0,Muggle
19,25,0,Muggle
36,2,0,Muggle
18,12,0,Muggle
12,33,0,Muggle
11,16,0,Muggle
14,0,0,Muggle
3,13,0,Muggle
14,0,0,Muggle
16,23,0,Muggle
26,10,0,Muggle
10,2,0,Muggle
22,12,0,Muggle
14,21,0,Muggle
30,40,0,Muggle
25,40,0,Muggle
6,29,0,Muggle
12,24,0,Muggle
12,6,0,Muggle
19,24,0,Muggle
33,38,0,Muggle
9,24,0,Muggle
36,1,0,Muggle
26,33,0,Muggle
33,21,0,Muggle
35,0,0,Muggle
15,17,0,Muggle
20,15,0,Muggle
15,9,0,Muggle
16,30,0,Muggle
14,12,0,Muggle
12,33,0,Muggle
32,33,0,Muggle
4,11,0,Muggle
26,36,0,Muggle
0,39,0,Muggle
29,16,0,Muggle
22,40,0,Muggle
14,14,0,Muggle
35,12,0,Muggle
18,7,0,Muggle
29,16,0,Muggle
15,10,0,Muggle
17,39,0,Muggle
25,0,0,Muggle
16,31,0,Muggle
10,9,0,Muggle
28,14,0,Muggle
8,2,0,Muggle
16,8,0,Muggle
26,7,0,Muggle
36,9,0,Muggle
21,7,0,Muggle
7,15,0,Muggle
2,10,0,Muggle
37,22,0,Muggle
34,21,0,Muggle
31,39,0,Muggle
7,17,0,Muggle
26,38,0,Muggle
31,2,0,Muggle
35,7,0,Muggle
33,4,0,Muggle
24,26,0,Muggle
30,4,0,Muggle
12,18,0,Muggle
14,16,0,Muggle
12,17,0,Muggle
32,1,0,Muggle
30,6,0,Muggle
24,15,0,Muggle
39,6,0,Muggle
22,17,0,Muggle
37,25,0,Muggle
2,28,0,Muggle
15,15,0,Muggle
1,38,0,Muggle
22,29,0,Muggle
33,24,0,Muggle
29,7,0,Muggle
9,13,0,Muggle
0,21,0,Muggle
21,13,0,Muggle
32,26,0,Muggle
24,34,0,Muggle
21,39,0,Muggle
15,11,0,Muggle
29,20,0,Muggle
17,10,0,Muggle
23,2,0,Muggle
4,8,0,Muggle
36,18,0,Muggle
22,22,0,Muggle
26,15,0,Muggle
11,3,0,Muggle
9,31,0,Muggle
33,0,0,Muggle
32,3,0,Muggle
15,25,0,Muggle
28,26,0,Muggle
17,39,0,Muggle
26,15,0,Muggle
6,29,0,Muggle
35,37,0,Muggle
26,32,0,Muggle
9,15,0,Muggle
9,32,0,Muggle
10,19,0,Muggle
29,30,0,Muggle
2,26,0,Muggle
28,31,0,Muggle
13,21,0,Muggle
12,35,0,Muggle
18,26,0,Muggle
24,24,0,Muggle
9,1,0,Muggle
14,37,0,Muggle
27,22,0,Muggle
39,11,0,Muggle
37,36,0,Muggle
6,36,0,Muggle
13,20,0,Muggle
29,10,0,Muggle
39,20,0,Muggle
11,36,0,Muggle
27,3,0,Muggle
13,25,0,Muggle
0,19,0,Muggle
3,6,0,Muggle
17,37,0,Muggle
35,26,0,Muggle
31,16,0,Muggle
27,31,0,Muggle
27,9,0,Muggle
37,10,0,Muggle
31,17,0,Muggle
7,1,0,Muggle
24,34,0,Muggle
19,5,0,Muggle
32,2,0,Muggle
29,6,0,Muggle
36,34,0,Muggle
15,12,0,Muggle
24,37,0,Muggle
37,1,0,Muggle
9,1,0,Muggle
4,7,0,Muggle
7,8,0,Muggle
32,33,0,Muggle
36,38,0,Muggle
0,30,0,Muggle
30,28,0,Muggle
6,35,0,Muggle
22,21,0,Muggle
23,22,0,Muggle
13,12,0,Muggle
22,34,0,Muggle
8,2,0,Muggle
7,8,0,Muggle
7,17,0,Muggle
2,25,0,Muggle
31,28,0,Muggle
3,11,0,Muggle
37,38,0,Muggle
1,22,0,Muggle
8,18,0,Muggle
0,23,0,Muggle
10,29,0,Muggle
28,30,0,Muggle
25,18,0,Muggle
26,20,0,Muggle
37,9,0,Muggle
28,3,0,Muggle
32,17,0,Muggle
27,36,0,Muggle
30,19,0,Muggle
18,35,0,Muggle
25,31,0,Muggle
28,26,0,Muggle
10,40,0,Muggle
40,23,0,Muggle
31,28,0,Muggle
20,23,0,Muggle
37,28,0,Muggle
33,38,0,Muggle
39,17,0,Muggle
21,9,0,Muggle
26,8,0,Muggle
7,10,0,Muggle
39,11,0,Muggle
30,1,0,Muggle
0,25,0,Muggle
38,8,0,Muggle
33,16,0,Muggle
23,34,0,Muggle
27,2,0,Muggle
3,5,0,Muggle
17,22,0,Muggle
28,34,0,Muggle
22,14,0,Muggle
36,7,0,Muggle
26,31,0,Muggle
15,33,0,Muggle
26,10,0,Muggle
8,2,0,Muggle
4,28,0,Muggle
7,9,0,Muggle
17,17,0,Muggle
34,17,0,Muggle
5,11,0,Muggle
22,26,0,Muggle
25,18,0,Muggle
38,40,0,Muggle
23,32,0,Muggle
9,24,0,Muggle
14,1,0,Muggle
37,1,0,Muggle
19,4,0,Muggle
28,21,0,Muggle
5,32,0,Muggle
8,4,0,Muggle
4,27,0,Muggle
38,13,0,Muggle
18,39,0,Muggle
4,9,0,Muggle
19,40,0,Muggle
10,14,0,Muggle
26,9,0,Muggle
28,3,0,Muggle
6,17,0,Muggle
2,16,0,Muggle
4,30,0,Muggle
12,32,0,Muggle
15,24,0,Muggle
11,11,0,Muggle
38,20,0,Muggle
26,16,0,Muggle
32,19,0,Muggle
14,28,0,Muggle
20,2,0,Muggle
16,6,0,Muggle
36,32,0,Muggle
14,25,0,Muggle
19,19,0,Muggle
18,36,0,Muggle
0,31,0,Muggle
3,34,0,Muggle
2,20,0,Muggle
7,40,0,Muggle
40,7,0,Muggle
4,1,0,Muggle
8,15,0,Muggle
0,26,0,Muggle
29,35,0,Muggle
6,9,0,Muggle
21,27,0,Muggle
19,16,0,Muggle
28,24,0,Muggle
26,14,0,Muggle
24,17,0,Muggle
34,27,0,Muggle
26,1,0,Muggle
10,39,0,Muggle
16,30,0,Muggle
30,30,0,Muggle
17,24,0,Muggle
18,0,0,Muggle
37,17,0,Muggle
28,15,0,Muggle
14,36,0,Muggle
6,40,0,Muggle
36,36,0,Muggle
36,6,0,Muggle
6,5,0,Muggle
21,13,0,Muggle
11,21,0,Muggle
7,30,0,Muggle
17,9,0,Muggle
27,39,0,Muggle
17,35,0,Muggle
30,40,0,Muggle
16,37,0,Muggle
22,33,0,Muggle
10,2,0,Muggle
14,22,0,Muggle
29,16,0,Muggle
30,28,0,Muggle
5,0,0,Muggle
11,2,0,Muggle
22,13,0,Muggle
38,10,0,Muggle
39,29,0,Muggle
35,20,0,Muggle
34,15,0,Muggle
2,8,0,Muggle
27,1,0,Muggle
14,25,0,Muggle
12,2,0,Muggle
18,14,0,Muggle
39,11,0,Muggle
17,18,0,Muggle
30,40,0,Muggle
36,13,0,Muggle
20,14,0,Muggle
38,22,0,Muggle
4,10,0,Muggle
16,2,0,Muggle
18,0,0,Muggle
3,3,0,Muggle
25,20,0,Muggle
23,24,0,Muggle
38,19,0,Muggle
37,9,0,Muggle
18,17,0,Muggle
29,32,0,Muggle
25,34,0,Muggle
10,24,0,Muggle
38,2,0,Muggle
2,12,0,Muggle
21,34,0,Muggle
16,24,0,Muggle
10,17,0,Muggle
38,29,0,Muggle
26,39,0,Muggle
28,29,0,Muggle
11,23,0,Muggle
12,25,0,Muggle
10,0,0,Muggle
30,32,0,Muggle
10,7,0,Muggle
40,11,0,Muggle
35,7,0,Muggle
1,10,0,Muggle
22,13,0,Muggle
35,17,0,Muggle
13,39,0,Muggle
36,0,0,Muggle
26,20,0,Muggle
11,9,0,Muggle
28,36,0,Muggle
5,28,0,Muggle
22,39,0,Muggle
9,23,0,Muggle
33,35,0,Muggle
11,17,0,Muggle
31,14,0,Muggle
25,31,0,Muggle
6,37,0,Muggle
31,19,0,Muggle
32,33,0,Muggle
17,8,0,Muggle
34,40,0,Muggle
19,33,0,Muggle
30,34,0,Muggle
4,26,0,Muggle
31,17,0,Muggle
18,20,0,Muggle
0,17,0,Muggle
6,26,0,Muggle
21,30,0,Muggle
33,27,0,Muggle
9,32,0,Muggle
25,14,0,Muggle
31,35,0,Muggle
26,18,0,Muggle
11,34,0,Muggle
39,31,0,Muggle
22,38,0,Muggle
13,11,0,Muggle
33,28,0,Muggle
16,33,0,Muggle
5,15,0,Muggle
26,21,0,Muggle
7,7,0,Muggle
32,11,0,Muggle
34,33,0,Muggle
16,15,0,Muggle
25,8,0,Muggle
6,26,0,Muggle
23,34,0,Muggle
24,10,0,Muggle
34,18,0,Muggle
25,30,0,Muggle
4,14,0,Muggle
37,26,0,Muggle
34,32,0,Muggle
29,6,0,Muggle
24,22,0,Muggle
23,35,0,Muggle
29,21,0,Muggle
19,0,0,Muggle
2,26,0,Muggle
31,10,0,Muggle
7,11,0,Muggle
22,20,0,Muggle
15,7,0,Muggle
34,12,0,Muggle
24,36,0,Muggle
14,32,0,Muggle
7,1,0,Muggle
33,8,0,Muggle
24,12,0,Muggle
18,25,0,Muggle
12,8,0,Muggle
11,14,0,Muggle
14,6,0,Muggle
22,36,0,Muggle
39,8,0,Muggle
1,13,0,Muggle
39,29,0,Muggle
22,19,0,Muggle
4,22,0,Muggle
33,14,0,Muggle
9,30,0,Muggle
26,3,0,Muggle
3,24,0,Muggle
3,18,0,Muggle
7,36,0,Muggle
5,33,0,Muggle
24,0,0,Muggle
26,40,0,Muggle
39,30,0,Muggle
19,39,0,Muggle
26,34,0,Muggle
6,26,0,Muggle
22,20,0,Muggle
19,7,0,Muggle
33,17,0,Muggle
28,22,0,Muggle
4,40,0,Muggle
26,35,0,Muggle
11,28,0,Muggle
16,15,0,Muggle
36,9,0,Muggle
33,16,0,Muggle
29,21,0,Muggle
35,39,0,Muggle
5,1,0,Muggle
31,29,0,Muggle
31,38,0,Muggle
8,38,0,Muggle
21,18,0,Muggle
9,9,0,Muggle
28,19,0,Muggle
10,23,0,Muggle
27,5,0,Muggle
1,17,0,Muggle
20,15,0,Muggle
30,38,0,Muggle
40,39,0,Muggle
16,39,0,Muggle
26,15,0,Muggle
29,39,0,Muggle
40,14,0,Muggle
7,39,0,Muggle
36,5,0,Muggle
4,32,0,Muggle
25,12,0,Muggle
5,3,0,Muggle
15,31,0,Muggle
0,28,0,Muggle
8,6,0,Muggle
20,32,0,Muggle
6,4,0,Muggle
14,39,0,Muggle
23,3,0,Muggle
4,6,0,Muggle
37,15,0,Muggle
28,36,0,Muggle
10,10,0,Muggle
3,4,0,Muggle
9,28,0,Muggle
33,24,0,Muggle
3,2,0,Muggle
9,31,0,Muggle
32,29,0,Muggle
17,19,0,Muggle
11,29,0,Muggle
22,2,0,Muggle
24,14,0,Muggle
36,40,0,Muggle
3,13,0,Muggle
12,39,0,Muggle
17,9,0,Muggle
28,16,0,Muggle
29,14,0,Muggle
37,28,0,Muggle
27,33,0,Muggle
6,34,0,Muggle
23,8,0,Muggle
40,16,0,Muggle
9,1,0,Muggle
36,25,0,Muggle
26,37,0,Muggle
20,27,0,Muggle
35,29,0,Muggle
28,8,0,Muggle
6,27,0,Muggle
12,15,0,Muggle
22,23,0,Muggle
24,21,0,Muggle
40,19,0,Muggle
12,13,0,Muggle
36,31,0,Muggle
29,9,0,Muggle
25,1,0,Muggle
11,6,0,Muggle
0,0,0,Muggle
17,36,0,Muggle
20,14,0,Muggle
23,10,0,Muggle
16,19,0,Muggle
8,40,0,Muggle
39,32,0,Muggle
27,37,0,Muggle
14,19,0,Muggle
12,9,0,Muggle
27,31,0,Muggle
16,35,0,Muggle
8,11,0,Muggle
20,24,0,Muggle
29,8,0,Muggle
10,16,0,Muggle
29,13,0,Muggle
35,23,0,Muggle
24,40,0,Muggle
6,2,0,Muggle
19,40,0,Muggle
34,15,0,Muggle
9,17,0,Muggle
34,38,0,Muggle
0,13,0,Muggle
13,9,0,Muggle
4,9,0,Muggle
39,5,0,Muggle
37,2,0,Muggle
33,21,0,Muggle
23,1,0,Muggle
3,38,0,Muggle
26,11,0,Muggle
4,0,0,Muggle
12,36,0,Muggle
39,12,0,Muggle
20,31,0,Muggle
36,24,0,Muggle
31,37,0,Muggle
37,4,0,Muggle
30,36,0,Muggle
31,17,0,Muggle
14,9,0,Muggle
29,18,0,Muggle
6,33,0,Muggle
37,29,0,Muggle
30,31,0,Muggle
25,10,0,Muggle
35,21,0,Muggle
25,29,0,Muggle
1,0,0,Muggle
8,5,0,Muggle
4,13,0,Muggle
26,2,0,Muggle
11,38,0,Muggle
34,14,0,Muggle
28,30,0,Muggle
15,18,0,Muggle
18,21,0,Muggle
26,6,0,Muggle
17,26,0,Muggle
40,34,0,Muggle
12,4,0,Muggle
29,34,0,Muggle
25,35,0,Muggle
5,36,0,Muggle
2,22,0,Muggle
22,35,0,Muggle
11,3,0,Muggle
40,1,0,Muggle
40,36,0,Muggle
14,34,0,Muggle
0,3,0,Muggle
7,3,0,Muggle
30,5,0,Muggle
10,16,0,Muggle
16,3,0,Muggle
26,21,0,Muggle
30,20,0,Muggle
26,11,0,Muggle
13,6,0,Muggle
22,27,0,Muggle
4,12,0,Muggle
29,32,0,Muggle
33,39,0,Muggle
18,12,0,Muggle
30,3,0,Muggle
15,24,0,Muggle
26,19,0,Muggle
25,37,0,Muggle
38,34,0,Muggle
28,8,0,Muggle
38,29,0,Muggle
28,38,0,Muggle
30,22,0,Muggle
1,10,0,Muggle
5,14,0,Muggle
8,21,0,Muggle
14,16,0,Muggle
19,11,0,Muggle
1,34,0,Muggle
2,33,0,Muggle
29,0,0,Muggle
7,31,0,Muggle
39,3,0,Muggle
20,23,0,Muggle
38,6,0,Muggle
12,11,0,Muggle
39,21,0,Muggle
40,34,0,Muggle
36,20,0,Muggle
31,28,0,Muggle
13,16,0,Muggle
0,27,0,Muggle
26,40,0,Muggle
23,16,0,Muggle
21,3,0,Muggle
13,40,0,Muggle
7,5,0,Muggle
26,14,0,Muggle
2,23,0,Muggle
32,7,0,Muggle
20,40,0,Muggle
31,26,0,Muggle
39,30,0,Muggle
40,8,0,Muggle
40,17,0,Muggle
31,1,0,Muggle
23,21,0,Muggle
10,19,0,Muggle
36,3,0,Muggle
20,37,0,Muggle
17,12,0,Muggle
10,19,0,Muggle
26,5,0,Muggle
37,14,0,Muggle
0,7,0,Muggle
28,29,0,Muggle
20,35,0,Muggle
28,35,0,Muggle
8,2,0,Muggle
6,26,0,Muggle
37,29,0,Muggle
30,28,0,Muggle
26,15,0,Muggle
31,39,0,Muggle
4,37,0,Muggle
32,19,0,Muggle
14,15,0,Muggle
4,20,0,Muggle
19,17,0,Muggle
37,40,0,Muggle
36,30,0,Muggle
16,1,0,Muggle
3,23,0,Muggle
20,5,0,Muggle
33,16,0,Muggle
39,25,0,Muggle
4,36,0,Muggle
3,1,0,Muggle
21,25,0,Muggle
13,36,0,Muggle
3,0,0,Muggle
7,1,0,Muggle
2,32,0,Muggle
28,10,0,Muggle
25,29,0,Muggle
29,33,0,Muggle
11,26,0,Muggle
14,33,0,Muggle
40,6,0,Muggle
1,38,0,Muggle
0,38,0,Muggle
27,1,0,Muggle
39,29,0,Muggle
34,2,0,Muggle
33,1,0,Muggle
3,29,0,Muggle
17,36,0,Muggle
11,28,0,Muggle
20,34,0,Muggle
9,37,0,Muggle
20,21,0,Muggle
39,36,0,Muggle
24,17,0,Muggle
16,39,0,Muggle
5,33,0,Muggle
13,37,0,Muggle
36,29,0,Muggle
39,1,0,Muggle
39,19,0,Muggle
17,15,0,Muggle
29,3,0,Muggle
8,12,0,Muggle
13,13,0,Muggle
16,8,0,Muggle
33,13,0,Muggle
21,10,0,Muggle
31,9,0,Muggle
11,29,0,Muggle
15,6,0,Muggle
21,5,0,Muggle
37,16,0,Muggle
38,12,0,Muggle
1,3,0,Muggle
